first_name,last_name,email,phone,employee_code,job_title,hire_date,salary,currency,country_code,department_code,active
Emmitt,Waters,emmitt.waters.6333@example.com,(707) 473-2597,EMP-16333,System Administrator,2016-07-23,148871,EUR,FR,FIN,true
Yuriko,Crona,yuriko.crona.6334@example.com,785 297 3247,EMP-16334,Legal Counsel,2021-03-14,176283,USD,US,FIN,true
Lewis,Kuphal,lewis.kuphal.6335@example.com,541.060.6971,EMP-16335,Senior Developer,2016-11-20,110420,JPY,JP,SAL,true
Shonta,Fadel,shonta.fadel.6336@example.com,439.400.8700,EMP-16336,HR Specialist,2025-11-14,63972,EUR,FR,MKT,true
Isiah,Mraz,isiah.mraz.6337@example.com,607 174 5909,EMP-16337,DevOps Engineer,2019-04-22,42643,AUD,AU,LEG,true
Mariann,Kulas,mariann.kulas.6338@example.com,908.742.0130,EMP-16338,Sales Representative,2026-02-25,165510,USD,US,FIN,true
Lee,Parker,lee.parker.6339@example.com,(632) 359-0166,EMP-16339,Senior Developer,2016-05-01,137084,AUD,AU,OPS,true
Virgil,Price,virgil.price.6340@example.com,684-710-1698,EMP-16340,HR Specialist,2021-08-06,46562,INR,IN,ENG,false
Jamila,Kutch,jamila.kutch.6341@example.com,(493) 373-5811,EMP-16341,HR Specialist,2023-02-09,71513,EUR,FR,LEG,true
Ron,Wuckert,ron.wuckert.6342@example.com,219-557-3269,EMP-16342,Data Analyst,2016-07-22,141895,USD,US,OPS,true
Micaela,Simonis,micaela.simonis.6343@example.com,875 582 1089,EMP-16343,Software Engineer,2024-03-07,144629,CAD,CA,OPS,true
Felicia,Will,felicia.will.6344@example.com,821-726-7885,EMP-16344,Senior Developer,2022-03-24,117431,CAD,CA,SAL,true
Kira,Zulauf,kira.zulauf.6345@example.com,918 120 1642,EMP-16345,Legal Counsel,2021-01-13,162062,CAD,CA,IT,true
Lorrie,Bashirian,lorrie.bashirian.6346@example.com,228-378-6642,EMP-16346,Software Engineer,2021-04-02,59508,EUR,DE,SAL,true
Young,McCullough,young.mccullough.6347@example.com,344-348-2355,EMP-16347,HR Specialist,2023-02-13,170732,GBP,UK,LEG,true
Christen,Lowe,christen.lowe.6348@example.com,(360) 197-9347,EMP-16348,DevOps Engineer,2018-01-03,139783,INR,IN,IT,true
Leighann,Murphy,leighann.murphy.6349@example.com,679 662 9953,EMP-16349,Senior Developer,2019-09-09,59058,EUR,FR,LEG,false
Hipolito,Sipes,hipolito.sipes.6350@example.com,107 882 9044,EMP-16350,Marketing Coordinator,2020-01-08,186057,EUR,FR,FIN,true
Whitley,Larson,whitley.larson.6351@example.com,(769) 176-0232,EMP-16351,Data Analyst,2017-04-19,105652,GBP,UK,ENG,true
Ellis,Medhurst,ellis.medhurst.6352@example.com,525-881-5019,EMP-16352,System Administrator,2017-06-13,57568,CAD,CA,FIN,true
Karena,Miller,karena.miller.6353@example.com,468.795.7628,EMP-16353,HR Specialist,2020-01-03,191616,USD,US,ENG,true
Geraldo,Harber,geraldo.harber.6354@example.com,(874) 732-7378,EMP-16354,System Administrator,2021-10-03,145882,AUD,AU,OPS,false
Ozella,Bogan,ozella.bogan.6355@example.com,258 780 3715,EMP-16355,Legal Counsel,2023-11-01,40648,EUR,FR,SAL,true
Torri,King,torri.king.6356@example.com,616-985-1017,EMP-16356,Product Manager,2018-10-11,105873,EUR,DE,SAL,true
Mitchell,Walsh,mitchell.walsh.6357@example.com,668-144-9657,EMP-16357,DevOps Engineer,2021-10-29,64497,JPY,JP,LEG,false
Antonio,Hane,antonio.hane.6358@example.com,(319) 204-5193,EMP-16358,Product Manager,2024-10-09,194074,EUR,DE,SAL,true
Samella,Nolan,samella.nolan.6359@example.com,419 471 6766,EMP-16359,Software Engineer,2026-01-04,141234,JPY,JP,LEG,true
Clint,Klocko,clint.klocko.6360@example.com,845 470 1532,EMP-16360,System Administrator,2024-12-07,57549,AUD,AU,HR,true
Leandro,Jerde,leandro.jerde.6361@example.com,670-862-1479,EMP-16361,Software Engineer,2018-11-09,48358,GBP,UK,IT,true
Augustina,Treutel,augustina.treutel.6362@example.com,633-690-8780,EMP-16362,Software Engineer,2024-12-14,97664,GBP,UK,HR,true
Joana,Hansen,joana.hansen.6363@example.com,384-272-1838,EMP-16363,HR Specialist,2017-07-12,173199,AUD,AU,LEG,true
Eldridge,Weimann,eldridge.weimann.6364@example.com,558-805-7744,EMP-16364,System Administrator,2021-11-06,104687,INR,IN,SAL,true
Hedy,Nienow,hedy.nienow.6365@example.com,(777) 379-3250,EMP-16365,Senior Developer,2017-02-04,57879,CAD,CA,MKT,true
Ben,Schiller,ben.schiller.6366@example.com,988.488.8932,EMP-16366,Data Analyst,2020-06-04,147859,EUR,DE,FIN,true
Doyle,Luettgen,doyle.luettgen.6367@example.com,774 958 7758,EMP-16367,Marketing Coordinator,2019-03-15,159384,EUR,FR,IT,false
Gilberto,Corkery,gilberto.corkery.6368@example.com,836.203.1527,EMP-16368,Senior Developer,2017-12-14,135662,CAD,CA,MKT,true
Delmer,Boehm,delmer.boehm.6369@example.com,(800) 731-6464,EMP-16369,Sales Representative,2023-10-09,63119,INR,IN,HR,true
Kendrick,Rempel,kendrick.rempel.6370@example.com,255.876.1899,EMP-16370,Legal Counsel,2017-07-12,140664,INR,IN,OPS,true
Herschel,Considine,herschel.considine.6371@example.com,(206) 216-8463,EMP-16371,Marketing Coordinator,2025-12-18,192008,CAD,CA,HR,true
Bryan,Harber,bryan.harber.6372@example.com,896 551 4473,EMP-16372,Legal Counsel,2019-08-16,84970,CAD,CA,LEG,true
Yolonda,Morissette,yolonda.morissette.6373@example.com,908.615.4880,EMP-16373,Software Engineer,2022-10-16,40315,USD,US,LEG,true
Chang,Lang,chang.lang.6374@example.com,188.279.8015,EMP-16374,Product Manager,2025-06-03,114919,EUR,FR,ENG,true
Leia,Hirthe,leia.hirthe.6375@example.com,(794) 502-4998,EMP-16375,Senior Developer,2021-02-05,168298,EUR,FR,LEG,true
Moises,Johnston,moises.johnston.6376@example.com,820 076 8750,EMP-16376,Senior Developer,2021-09-30,102418,INR,IN,IT,true
Rickie,Kemmer,rickie.kemmer.6377@example.com,464.354.7061,EMP-16377,HR Specialist,2021-06-11,81731,INR,IN,LEG,false
Lucile,Murray,lucile.murray.6378@example.com,165 875 6715,EMP-16378,System Administrator,2019-03-23,120683,USD,US,MKT,true
Maurice,DuBuque,maurice.dubuque.6379@example.com,(675) 168-2810,EMP-16379,Data Analyst,2024-03-24,51948,EUR,DE,LEG,true
Casandra,Olson,casandra.olson.6380@example.com,601 849 5945,EMP-16380,Software Engineer,2021-05-06,70236,CAD,CA,SAL,true
Sheba,Lebsack,sheba.lebsack.6381@example.com,449.492.3364,EMP-16381,Product Manager,2022-05-30,101699,AUD,AU,MKT,true
Willene,Hauck,willene.hauck.6382@example.com,214 883 9964,EMP-16382,Sales Representative,2023-11-18,144703,EUR,DE,LEG,true
Malik,Reinger,malik.reinger.6383@example.com,396.253.3024,EMP-16383,Legal Counsel,2024-04-19,126715,INR,IN,LEG,true
Franklyn,Powlowski,franklyn.powlowski.6384@example.com,562.970.8344,EMP-16384,DevOps Engineer,2021-10-12,76039,AUD,AU,SAL,true
Mozell,Hessel,mozell.hessel.6385@example.com,(849) 936-0722,EMP-16385,Sales Representative,2022-07-27,166037,JPY,JP,FIN,true
Stan,Lueilwitz,stan.lueilwitz.6386@example.com,(290) 552-1605,EMP-16386,Senior Developer,2019-09-17,101294,EUR,FR,LEG,false
Donn,Bednar,donn.bednar.6387@example.com,448.552.3764,EMP-16387,Sales Representative,2022-04-30,188196,CAD,CA,SAL,true
Katelyn,Cummerata,katelyn.cummerata.6388@example.com,532.698.5057,EMP-16388,System Administrator,2020-07-28,50320,JPY,JP,HR,true
Emery,Toy,emery.toy.6389@example.com,(593) 465-0168,EMP-16389,HR Specialist,2023-04-28,140135,GBP,UK,LEG,true
Latashia,Davis,latashia.davis.6390@example.com,148.641.3674,EMP-16390,System Administrator,2017-11-23,162835,GBP,UK,FIN,true
Rosita,Cronin,rosita.cronin.6391@example.com,284 585 0782,EMP-16391,DevOps Engineer,2024-03-12,81730,CAD,CA,SAL,true
Candra,Runolfsdottir,candra.runolfsdottir.6392@example.com,189 934 4262,EMP-16392,Sales Representative,2020-05-23,112663,JPY,JP,ENG,true
Glory,Gleason,glory.gleason.6393@example.com,866-759-5895,EMP-16393,HR Specialist,2019-03-18,48970,AUD,AU,MKT,true
Apryl,Wiegand,apryl.wiegand.6394@example.com,522-628-9434,EMP-16394,Senior Developer,2020-01-31,196658,EUR,FR,ENG,false
Michel,Beier,michel.beier.6395@example.com,(235) 178-9604,EMP-16395,System Administrator,2016-07-04,190896,USD,US,IT,true
Salvador,Bayer,salvador.bayer.6396@example.com,(281) 817-0565,EMP-16396,Marketing Coordinator,2021-03-26,96948,EUR,DE,MKT,true
Kenneth,Kirlin,kenneth.kirlin.6397@example.com,678 400 0392,EMP-16397,Senior Developer,2021-12-07,150193,INR,IN,ENG,true
Colette,Frami,colette.frami.6398@example.com,(911) 890-7913,EMP-16398,System Administrator,2019-03-04,68000,INR,IN,HR,true
Alejandrina,Gerhold,alejandrina.gerhold.6399@example.com,(666) 382-1868,EMP-16399,Sales Representative,2018-03-23,81326,EUR,FR,OPS,true
Bertram,Zieme,bertram.zieme.6400@example.com,802 828 7210,EMP-16400,Data Analyst,2023-01-03,193653,AUD,AU,ENG,true
Mikel,Mitchell,mikel.mitchell.6401@example.com,305-090-7348,EMP-16401,Sales Representative,2022-03-02,69936,INR,IN,ENG,true
Katharina,Gutmann,katharina.gutmann.6402@example.com,410.924.3039,EMP-16402,Marketing Coordinator,2022-07-31,119329,CAD,CA,ENG,true
Irma,Schamberger,irma.schamberger.6403@example.com,(397) 845-5562,EMP-16403,HR Specialist,2022-07-17,99957,USD,US,SAL,true
Kristopher,Terry,kristopher.terry.6404@example.com,672.112.9785,EMP-16404,Marketing Coordinator,2025-01-21,188333,EUR,FR,OPS,true
Nathalie,Leffler,nathalie.leffler.6405@example.com,(150) 139-7581,EMP-16405,Legal Counsel,2024-05-14,146637,INR,IN,HR,true
Alvaro,Fadel,alvaro.fadel.6406@example.com,(697) 437-2748,EMP-16406,Product Manager,2025-12-08,130241,JPY,JP,SAL,false
Paul,Hoeger,paul.hoeger.6407@example.com,242 845 0428,EMP-16407,Marketing Coordinator,2017-10-19,99953,EUR,DE,SAL,true
Jerri,Okuneva,jerri.okuneva.6408@example.com,681 147 5567,EMP-16408,Product Manager,2020-04-08,154313,EUR,FR,LEG,true
Douglass,Cormier,douglass.cormier.6409@example.com,908-651-2249,EMP-16409,Sales Representative,2017-11-03,117610,USD,US,ENG,true
Idell,Graham,idell.graham.6410@example.com,173-359-0975,EMP-16410,Software Engineer,2017-10-11,109892,EUR,FR,FIN,true
Noelle,Kulas,noelle.kulas.6411@example.com,427.535.2621,EMP-16411,Legal Counsel,2024-07-25,45427,EUR,FR,HR,true
Vinita,Dickinson,vinita.dickinson.6412@example.com,587.645.8958,EMP-16412,Marketing Coordinator,2018-08-09,180618,JPY,JP,FIN,true
Rodrigo,Hayes,rodrigo.hayes.6413@example.com,888 531 6317,EMP-16413,Legal Counsel,2019-01-08,59927,AUD,AU,OPS,true
Simon,Marks,simon.marks.6414@example.com,(965) 134-5087,EMP-16414,System Administrator,2025-07-04,180055,GBP,UK,ENG,true
Melia,Lang,melia.lang.6415@example.com,(153) 254-3830,EMP-16415,Marketing Coordinator,2025-01-10,131939,CAD,CA,IT,true
Marquerite,Armstrong,marquerite.armstrong.6416@example.com,897.174.9339,EMP-16416,Marketing Coordinator,2024-10-20,149360,EUR,DE,MKT,false
Matt,Kertzmann,matt.kertzmann.6417@example.com,347 554 6307,EMP-16417,Marketing Coordinator,2017-01-20,80705,EUR,FR,SAL,true
Reynaldo,Kuvalis,reynaldo.kuvalis.6418@example.com,223.422.3904,EMP-16418,Senior Developer,2023-02-27,51913,USD,US,ENG,true
Lakendra,Heller,lakendra.heller.6419@example.com,(924) 450-4458,EMP-16419,HR Specialist,2025-08-30,68236,AUD,AU,FIN,true
Lavelle,Farrell,lavelle.farrell.6420@example.com,958.506.1633,EMP-16420,Data Analyst,2020-08-29,107676,EUR,FR,LEG,true
Brandon,Reichert,brandon.reichert.6421@example.com,857 987 8428,EMP-16421,Sales Representative,2017-12-14,155562,USD,US,ENG,true
Cassey,Renner,cassey.renner.6422@example.com,756.159.5033,EMP-16422,DevOps Engineer,2025-03-15,127798,INR,IN,FIN,true
Tony,Abshire,tony.abshire.6423@example.com,(577) 265-3795,EMP-16423,Sales Representative,2024-12-20,132094,USD,US,ENG,true
Lester,Schinner,lester.schinner.6424@example.com,474-406-0068,EMP-16424,Data Analyst,2019-12-03,170248,USD,US,HR,true
Nathan,Mohr,nathan.mohr.6425@example.com,383-437-3706,EMP-16425,Marketing Coordinator,2025-10-10,48577,CAD,CA,SAL,true
Shawnna,Cummings,shawnna.cummings.6426@example.com,(653) 655-7272,EMP-16426,Senior Developer,2016-11-28,136696,INR,IN,OPS,true
Shemika,Brown,shemika.brown.6427@example.com,931-916-9802,EMP-16427,System Administrator,2025-08-20,52916,EUR,DE,FIN,true
Corey,Cummings,corey.cummings.6428@example.com,(894) 433-6791,EMP-16428,HR Specialist,2022-10-01,86493,INR,IN,FIN,true
Jene,Steuber,jene.steuber.6429@example.com,568.358.6851,EMP-16429,System Administrator,2021-02-09,152821,EUR,FR,SAL,true
Edwin,Welch,edwin.welch.6430@example.com,296-395-7267,EMP-16430,Legal Counsel,2024-04-23,73228,JPY,JP,HR,true
Oren,Quitzon,oren.quitzon.6431@example.com,999 544 3152,EMP-16431,Software Engineer,2024-03-11,188737,AUD,AU,ENG,true
Leda,Rempel,leda.rempel.6432@example.com,527 332 1545,EMP-16432,Senior Developer,2022-10-17,68307,EUR,FR,MKT,true
Sondra,Rippin,sondra.rippin.6433@example.com,481-440-0490,EMP-16433,Product Manager,2023-12-02,139755,AUD,AU,FIN,false
Rolando,Shanahan,rolando.shanahan.6434@example.com,(612) 282-6019,EMP-16434,HR Specialist,2022-08-22,67460,JPY,JP,OPS,true
Wanita,Fadel,wanita.fadel.6435@example.com,462 872 9655,EMP-16435,Senior Developer,2020-02-04,141371,CAD,CA,ENG,true
Ben,MacGyver,ben.macgyver.6436@example.com,951-849-5223,EMP-16436,Software Engineer,2025-02-18,42103,USD,US,FIN,true
Madlyn,Prosacco,madlyn.prosacco.6437@example.com,745.787.8136,EMP-16437,Marketing Coordinator,2025-04-20,99263,EUR,FR,HR,true
Daren,Funk,daren.funk.6438@example.com,236.291.0784,EMP-16438,Legal Counsel,2017-05-25,94135,CAD,CA,FIN,true
Shirlee,Orn,shirlee.orn.6439@example.com,283 359 1622,EMP-16439,Legal Counsel,2024-02-20,124580,USD,US,MKT,true
Joya,Hessel,joya.hessel.6440@example.com,745-768-4233,EMP-16440,Sales Representative,2021-04-23,65887,EUR,DE,FIN,true
Lashaun,Pacocha,lashaun.pacocha.6441@example.com,946.546.1327,EMP-16441,Software Engineer,2020-12-13,141525,JPY,JP,OPS,true
Danuta,Brakus,danuta.brakus.6442@example.com,(265) 398-9646,EMP-16442,Senior Developer,2023-03-19,155058,JPY,JP,ENG,true
Gordon,Spencer,gordon.spencer.6443@example.com,300-295-4992,EMP-16443,Data Analyst,2016-05-11,114925,EUR,FR,FIN,true
Lenny,Armstrong,lenny.armstrong.6444@example.com,714 693 5625,EMP-16444,DevOps Engineer,2020-11-19,142353,INR,IN,OPS,true
Ara,Blanda,ara.blanda.6445@example.com,498 640 9520,EMP-16445,Legal Counsel,2017-02-27,73826,AUD,AU,ENG,true
Cher,O'Connell,cher.o'connell.6446@example.com,851-250-8654,EMP-16446,Marketing Coordinator,2022-06-01,175934,JPY,JP,HR,true
Parker,Doyle,parker.doyle.6447@example.com,(907) 325-5319,EMP-16447,Data Analyst,2017-06-30,110413,GBP,UK,FIN,true
Francisco,Lemke,francisco.lemke.6448@example.com,(483) 276-5181,EMP-16448,DevOps Engineer,2016-10-19,161294,EUR,DE,HR,true
Norah,Hills,norah.hills.6449@example.com,(765) 922-3262,EMP-16449,System Administrator,2019-10-21,145504,JPY,JP,FIN,true
Gaye,Feeney,gaye.feeney.6450@example.com,314.484.3097,EMP-16450,Sales Representative,2023-07-09,163441,JPY,JP,MKT,true
Rex,Oberbrunner,rex.oberbrunner.6451@example.com,705-275-9651,EMP-16451,Data Analyst,2016-05-04,58447,USD,US,SAL,true
Emery,Tromp,emery.tromp.6452@example.com,(944) 128-0674,EMP-16452,Software Engineer,2024-03-29,183238,GBP,UK,OPS,true
Oliva,Schimmel,oliva.schimmel.6453@example.com,(200) 989-8854,EMP-16453,System Administrator,2024-06-05,177087,GBP,UK,HR,true
Dwayne,Hermiston,dwayne.hermiston.6454@example.com,385 963 7533,EMP-16454,Marketing Coordinator,2025-04-20,187689,JPY,JP,FIN,true
Arlen,Heidenreich,arlen.heidenreich.6455@example.com,794.632.0180,EMP-16455,Sales Representative,2021-11-09,161547,CAD,CA,SAL,true
Connie,Legros,connie.legros.6456@example.com,663 683 1881,EMP-16456,Legal Counsel,2020-11-04,145731,GBP,UK,HR,true
Bernardo,Pfeffer,bernardo.pfeffer.6457@example.com,784-103-4783,EMP-16457,Marketing Coordinator,2022-12-03,180247,GBP,UK,MKT,false
Milo,Block,milo.block.6458@example.com,(123) 971-9927,EMP-16458,DevOps Engineer,2026-03-01,103578,USD,US,SAL,true
Ernesto,Cummerata,ernesto.cummerata.6459@example.com,653 210 9633,EMP-16459,Software Engineer,2024-07-17,91282,USD,US,LEG,true
Franklyn,Langworth,franklyn.langworth.6460@example.com,486-698-9618,EMP-16460,Marketing Coordinator,2022-06-20,45417,AUD,AU,LEG,true
Belinda,Yost,belinda.yost.6461@example.com,(857) 733-3817,EMP-16461,Product Manager,2022-03-20,169954,JPY,JP,LEG,true
Delores,Rempel,delores.rempel.6462@example.com,370-091-3827,EMP-16462,HR Specialist,2017-08-20,111105,JPY,JP,FIN,true
Eugenio,Gusikowski,eugenio.gusikowski.6463@example.com,426 463 3580,EMP-16463,System Administrator,2023-09-17,166869,EUR,DE,MKT,true
Lara,Ortiz,lara.ortiz.6464@example.com,394 190 2843,EMP-16464,System Administrator,2018-07-29,140381,JPY,JP,MKT,true
Katelyn,Corwin,katelyn.corwin.6465@example.com,757 305 4998,EMP-16465,Sales Representative,2024-01-19,169737,INR,IN,IT,true
Shanelle,Shields,shanelle.shields.6466@example.com,101-784-7664,EMP-16466,DevOps Engineer,2020-11-24,190263,EUR,FR,OPS,true
Kimbra,O'Reilly,kimbra.o'reilly.6467@example.com,803-500-5089,EMP-16467,Marketing Coordinator,2024-11-12,51032,JPY,JP,SAL,false
Jamar,Ward,jamar.ward.6468@example.com,977-313-7951,EMP-16468,Legal Counsel,2024-09-09,58793,EUR,FR,MKT,true
Beau,Goodwin,beau.goodwin.6469@example.com,(231) 994-9399,EMP-16469,HR Specialist,2016-12-17,52527,USD,US,IT,true
Jake,Hintz,jake.hintz.6470@example.com,(368) 302-2619,EMP-16470,Senior Developer,2022-01-09,104669,EUR,FR,ENG,true
Emmanuel,Bailey,emmanuel.bailey.6471@example.com,609-856-6327,EMP-16471,Senior Developer,2019-01-24,71060,USD,US,HR,true
Blair,Kuphal,blair.kuphal.6472@example.com,925.485.6404,EMP-16472,Marketing Coordinator,2017-06-27,62540,EUR,FR,IT,true
Vergie,Kunde,vergie.kunde.6473@example.com,156 439 3718,EMP-16473,Legal Counsel,2023-07-30,148338,GBP,UK,MKT,true
Jammie,Weber,jammie.weber.6474@example.com,969-742-0604,EMP-16474,Software Engineer,2022-06-22,150704,EUR,DE,ENG,true
Cherry,Romaguera,cherry.romaguera.6475@example.com,513 690 4499,EMP-16475,Data Analyst,2023-11-07,50979,CAD,CA,SAL,true
Victorina,Hilpert,victorina.hilpert.6476@example.com,331-753-0398,EMP-16476,Data Analyst,2024-04-10,194877,JPY,JP,IT,false
Dottie,O'Connell,dottie.o'connell.6477@example.com,240-994-5768,EMP-16477,DevOps Engineer,2025-01-08,71059,JPY,JP,OPS,true
Thu,Koss,thu.koss.6478@example.com,496-284-1146,EMP-16478,System Administrator,2021-07-11,70082,EUR,DE,LEG,true
Eric,Kautzer,eric.kautzer.6479@example.com,556 163 9405,EMP-16479,Product Manager,2025-03-12,99609,CAD,CA,MKT,true
Roselyn,Schaden,roselyn.schaden.6480@example.com,888 379 1144,EMP-16480,Sales Representative,2020-12-24,118078,GBP,UK,OPS,true
Charles,Reichel,charles.reichel.6481@example.com,950-668-5706,EMP-16481,System Administrator,2025-07-04,197654,GBP,UK,OPS,true
Oscar,Paucek,oscar.paucek.6482@example.com,834 133 7199,EMP-16482,Software Engineer,2018-09-18,156813,INR,IN,MKT,true
Elissa,Franecki,elissa.franecki.6483@example.com,616.178.0315,EMP-16483,DevOps Engineer,2019-01-26,59426,EUR,FR,FIN,false
Carrol,Kuhn,carrol.kuhn.6484@example.com,972-810-2933,EMP-16484,Data Analyst,2017-01-18,59511,INR,IN,HR,true
Samual,Greenfelder,samual.greenfelder.6485@example.com,(956) 214-1287,EMP-16485,Product Manager,2023-10-22,54727,EUR,DE,IT,true
Wilfredo,Bernier,wilfredo.bernier.6486@example.com,683-969-1555,EMP-16486,Sales Representative,2022-12-07,173357,JPY,JP,IT,false
Jerrie,Paucek,jerrie.paucek.6487@example.com,801.116.5749,EMP-16487,Legal Counsel,2025-07-16,148873,INR,IN,MKT,true
Sherika,Kertzmann,sherika.kertzmann.6488@example.com,541-549-3126,EMP-16488,Product Manager,2023-09-23,93176,JPY,JP,ENG,true
Sherron,Kohler,sherron.kohler.6489@example.com,807 912 4043,EMP-16489,Software Engineer,2020-10-23,166401,JPY,JP,OPS,true
Sean,Kessler,sean.kessler.6490@example.com,260 905 8687,EMP-16490,DevOps Engineer,2021-05-16,86722,GBP,UK,MKT,true
Pat,Tromp,pat.tromp.6491@example.com,254 045 2878,EMP-16491,Sales Representative,2025-06-23,137298,EUR,DE,SAL,false
Justine,Runte,justine.runte.6492@example.com,959-020-2003,EMP-16492,Senior Developer,2020-02-22,68361,JPY,JP,LEG,true
Donny,Harber,donny.harber.6493@example.com,849 100 4167,EMP-16493,System Administrator,2023-11-24,41273,EUR,DE,OPS,true
Lenna,Barrows,lenna.barrows.6494@example.com,695 982 5958,EMP-16494,Data Analyst,2016-12-31,173827,AUD,AU,MKT,true
Crystle,Grant,crystle.grant.6495@example.com,(403) 916-1856,EMP-16495,HR Specialist,2017-03-25,174681,INR,IN,HR,true
Dirk,Fahey,dirk.fahey.6496@example.com,924.867.2149,EMP-16496,Legal Counsel,2021-07-20,102809,CAD,CA,MKT,true
Myesha,Davis,myesha.davis.6497@example.com,467.319.0863,EMP-16497,Software Engineer,2019-09-29,172769,CAD,CA,IT,false
Cortney,Goodwin,cortney.goodwin.6498@example.com,(574) 217-6030,EMP-16498,Sales Representative,2018-07-12,47456,AUD,AU,LEG,true
Ruthie,Weimann,ruthie.weimann.6499@example.com,620.474.2834,EMP-16499,Senior Developer,2017-03-23,87806,JPY,JP,FIN,true
Ladonna,Mohr,ladonna.mohr.6500@example.com,249 637 1089,EMP-16500,Data Analyst,2020-11-18,154033,USD,US,SAL,true
Emerald,Batz,emerald.batz.6501@example.com,890.457.9387,EMP-16501,System Administrator,2025-08-11,77184,EUR,FR,ENG,true
Christopher,Becker,christopher.becker.6502@example.com,159 968 5929,EMP-16502,System Administrator,2020-06-28,115637,CAD,CA,MKT,true
Orpha,Wolf,orpha.wolf.6503@example.com,818.674.7655,EMP-16503,Marketing Coordinator,2023-02-04,119453,EUR,FR,IT,false
Ollie,Wiegand,ollie.wiegand.6504@example.com,304 759 7379,EMP-16504,Software Engineer,2017-04-01,46313,EUR,FR,HR,true
Julieann,Turner,julieann.turner.6505@example.com,189 850 8538,EMP-16505,Senior Developer,2017-09-23,138187,INR,IN,FIN,true
Kris,Mraz,kris.mraz.6506@example.com,834 150 1862,EMP-16506,System Administrator,2017-02-18,62992,EUR,FR,HR,true
Cyrus,Cruickshank,cyrus.cruickshank.6507@example.com,768-853-9918,EMP-16507,System Administrator,2021-01-02,108306,GBP,UK,HR,true
Sherry,Moen,sherry.moen.6508@example.com,154-496-4790,EMP-16508,Legal Counsel,2025-07-03,187519,JPY,JP,FIN,true
Azalee,Dooley,azalee.dooley.6509@example.com,(634) 335-5444,EMP-16509,System Administrator,2025-11-22,198839,USD,US,HR,true
Krissy,Watsica,krissy.watsica.6510@example.com,(524) 526-8219,EMP-16510,Software Engineer,2026-04-08,127082,USD,US,IT,true
Sterling,Miller,sterling.miller.6511@example.com,405-586-6021,EMP-16511,HR Specialist,2019-11-19,153136,JPY,JP,SAL,true
Lorina,Kuhic,lorina.kuhic.6512@example.com,(898) 625-3948,EMP-16512,DevOps Engineer,2019-11-22,57496,USD,US,LEG,true
Shanda,Bartoletti,shanda.bartoletti.6513@example.com,336-136-1888,EMP-16513,Product Manager,2017-04-24,94776,EUR,FR,MKT,true
Wally,Smitham,wally.smitham.6514@example.com,441-315-2731,EMP-16514,Product Manager,2024-04-20,105741,EUR,DE,LEG,true
Bryce,Nolan,bryce.nolan.6515@example.com,297 490 5100,EMP-16515,Sales Representative,2017-05-10,178264,EUR,FR,FIN,true
Lura,Volkman,lura.volkman.6516@example.com,(513) 663-8495,EMP-16516,DevOps Engineer,2021-09-17,122576,INR,IN,SAL,true
Gregory,Jones,gregory.jones.6517@example.com,356 490 0248,EMP-16517,HR Specialist,2016-10-26,178358,USD,US,ENG,true
Andreas,Schmidt,andreas.schmidt.6518@example.com,237-236-5578,EMP-16518,Legal Counsel,2017-11-17,110833,EUR,FR,MKT,true
Harlan,Renner,harlan.renner.6519@example.com,547-657-2872,EMP-16519,System Administrator,2023-01-24,165342,AUD,AU,ENG,true
Nakia,Watsica,nakia.watsica.6520@example.com,145 093 6300,EMP-16520,HR Specialist,2025-02-09,94615,GBP,UK,LEG,true
Charline,Krajcik,charline.krajcik.6521@example.com,799-114-1342,EMP-16521,Legal Counsel,2017-03-17,63221,GBP,UK,ENG,true
Keith,Torp,keith.torp.6522@example.com,590 160 2827,EMP-16522,Senior Developer,2022-03-30,68621,INR,IN,OPS,true
Olimpia,Simonis,olimpia.simonis.6523@example.com,(477) 014-9804,EMP-16523,Legal Counsel,2021-08-09,180317,EUR,DE,FIN,true
Wilber,Dach,wilber.dach.6524@example.com,749-138-7312,EMP-16524,HR Specialist,2022-04-28,51869,INR,IN,SAL,true
Hoyt,Rippin,hoyt.rippin.6525@example.com,668 082 0597,EMP-16525,Data Analyst,2024-03-13,189493,EUR,FR,LEG,true
Lou,Funk,lou.funk.6526@example.com,(775) 227-7087,EMP-16526,Sales Representative,2021-03-08,106820,USD,US,OPS,true
Lance,Koch,lance.koch.6527@example.com,649.496.9302,EMP-16527,Product Manager,2018-06-27,199072,GBP,UK,OPS,true
Sudie,Bergstrom,sudie.bergstrom.6528@example.com,(771) 299-6626,EMP-16528,Legal Counsel,2016-08-26,125450,JPY,JP,MKT,true
Migdalia,Stokes,migdalia.stokes.6529@example.com,177-740-4382,EMP-16529,HR Specialist,2018-03-17,46735,AUD,AU,OPS,true
Francis,Kerluke,francis.kerluke.6530@example.com,556-854-1766,EMP-16530,Software Engineer,2025-02-01,112714,GBP,UK,ENG,true
Franklyn,Tillman,franklyn.tillman.6531@example.com,824-416-4156,EMP-16531,Software Engineer,2023-08-21,178703,CAD,CA,LEG,true
Garry,Huel,garry.huel.6532@example.com,640-661-1184,EMP-16532,Product Manager,2018-04-28,190328,AUD,AU,OPS,true
Kenneth,Cassin,kenneth.cassin.6533@example.com,377-226-4359,EMP-16533,DevOps Engineer,2020-10-01,101391,USD,US,HR,true
